Size = 0, freq = 0, total vertices = 0
Size = 3374, freq = 0, total vertices = 0
Size = 3375, freq = 0, total vertices = 0
Size = 3376, freq = 0, total vertices = 0
Size = 3377, freq = 0, total vertices = 0
Size = 3378, freq = 0, total vertices = 0
Size = 3379, freq = 0, total vertices = 0
Size = 3380, freq = 0, total vertices = 0
Size = 3381, freq = 0, total vertices = 0
Size = 3382, freq = 0, total vertices = 0
Size = 3383, freq = 0, total vertices = 0
Size = 3384, freq = 0, total vertices = 0
Size = 3385, freq = 0, total vertices = 0
Size = 3386, freq = 0, total vertices = 0
Size = 3387, freq = 0, total vertices = 0
Size = 3388, freq = 0, total vertices = 0
Size = 3389, freq = 0, total vertices = 0
Size = 3390, freq = 0, total vertices = 0
Size = 3391, freq = 0, total vertices = 0
Size = 3392, freq = 0, total vertices = 0
Size = 3393, freq = 0, total vertices = 0
Size = 3394, freq = 0, total vertices = 0
Size = 3395, freq = 0, total vertices = 0
Size = 3396, freq = 0, total vertices = 0
Size = 3397, freq = 0, total vertices = 0
Size = 3398, freq = 0, total vertices = 0
Size = 3399, freq = 0, total vertices = 0
Size = 3400, freq = 0, total vertices = 0
Size = 3401, freq = 0, total vertices = 0
Size = 3402, freq = 0, total vertices = 0
Size = 3403, freq = 0, total vertices = 0
Size = 3404, freq = 0, total vertices = 0
Size = 3405, freq = 0, total vertices = 0
Size = 3406, freq = 0, total vertices = 0
Size = 3407, freq = 0, total vertices = 0
Size = 3408, freq = 0, total vertices = 0
Size = 3409, freq = 0, total vertices = 0
Size = 3410, freq = 0, total vertices = 0
Size = 3411, freq = 0, total vertices = 0
Size = 3412, freq = 0, total vertices = 0
Size = 3413, freq = 0, total vertices = 0
Size = 3414, freq = 0, total vertices = 0
Size = 3415, freq = 0, total vertices = 0
Size = 3416, freq = 0, total vertices = 0
Size = 3417, freq = 0, total vertices = 0
Size = 3418, freq = 0, total vertices = 0
Size = 3419, freq = 0, total vertices = 0
Size = 3420, freq = 0, total vertices = 0
Size = 3421, freq = 0, total vertices = 0
Size = 3422, freq = 0, total vertices = 0
Size = 3423, freq = 0, total vertices = 0
Size = 3424, freq = 0, total vertices = 0
Size = 3425, freq = 0, total vertices = 0
Size = 3426, freq = 0, total vertices = 0
Size = 3427, freq = 0, total vertices = 0
Size = 3428, freq = 0, total vertices = 0
Size = 3429, freq = 0, total vertices = 0
Size = 3430, freq = 0, total vertices = 0
Size = 3431, freq = 0, total vertices = 0
Size = 3432, freq = 0, total vertices = 0
Size = 3433, freq = 0, total vertices = 0
Size = 3434, freq = 0, total vertices = 0
Size = 3435, freq = 0, total vertices = 0
Size = 3436, freq = 0, total vertices = 0
Size = 3437, freq = 0, total vertices = 0
Size = 3438, freq = 0, total vertices = 0
Size = 3439, freq = 0, total vertices = 0
Size = 3440, freq = 0, total vertices = 0
Size = 3441, freq = 0, total vertices = 0
Size = 3442, freq = 0, total vertices = 0
Size = 3443, freq = 0, total vertices = 0
Size = 3444, freq = 0, total vertices = 0
Size = 3445, freq = 0, total vertices = 0
Size = 3446, freq = 0, total vertices = 0
Size = 3447, freq = 0, total vertices = 0
Size = 3448, freq = 0, total vertices = 0
Size = 3449, freq = 0, total vertices = 0
Size = 3450, freq = 0, total vertices = 0
Size = 3451, freq = 0, total vertices = 0
Size = 3452, freq = 0, total vertices = 0
Size = 3453, freq = 0, total vertices = 0
Size = 3454, freq = 0, total vertices = 0
Size = 3455, freq = 0, total vertices = 0
Size = 3456, freq = 0, total vertices = 0
Size = 3457, freq = 0, total vertices = 0
Size = 3458, freq = 0, total vertices = 0
Size = 3459, freq = 0, total vertices = 0
Size = 3460, freq = 0, total vertices = 0
Size = 3461, freq = 0, total vertices = 0
Size = 3462, freq = 0, total vertices = 0
Size = 3463, freq = 0, total vertices = 0
Size = 3464, freq = 0, total vertices = 0
Size = 3465, freq = 0, total vertices = 0
Size = 3466, freq = 0, total vertices = 0
Size = 3467, freq = 0, total vertices = 0
Size = 3468, freq = 0, total vertices = 0
Size = 3469, freq = 0, total vertices = 0
Size = 3470, freq = 0, total vertices = 0
Size = 3471, freq = 0, total vertices = 0
Size = 3472, freq = 0, total vertices = 0
Size = 3473, freq = 0, total vertices = 0
Size = 3474, freq = 0, total vertices = 0
Size = 3475, freq = 0, total vertices = 0
Size = 3476, freq = 0, total vertices = 0
Size = 3477, freq = 0, total vertices = 0
Size = 3478, freq = 0, total vertices = 0
Size = 3479, freq = 0, total vertices = 0
Size = 3480, freq = 0, total vertices = 0
Size = 3481, freq = 0, total vertices = 0
Size = 3482, freq = 0, total vertices = 0
Size = 3483, freq = 0, total vertices = 0
Size = 3484, freq = 0, total vertices = 0
Size = 3485, freq = 0, total vertices = 0
Size = 3486, freq = 0, total vertices = 0
Size = 3487, freq = 0, total vertices = 0
Size = 3488, freq = 0, total vertices = 0
Size = 3489, freq = 0, total vertices = 0
Size = 3490, freq = 0, total vertices = 0
Size = 3491, freq = 0, total vertices = 0
Size = 3492, freq = 0, total vertices = 0
Size = 3493, freq = 0, total vertices = 0
Size = 3494, freq = 0, total vertices = 0
Size = 3495, freq = 0, total vertices = 0
Size = 3496, freq = 0, total vertices = 0
Size = 3497, freq = 0, total vertices = 0
Size = 3498, freq = 0, total vertices = 0
Size = 3499, freq = 0, total vertices = 0
Size = 3500, freq = 0, total vertices = 0
Size = 3501, freq = 0, total vertices = 0
Size = 3502, freq = 0, total vertices = 0
Size = 3503, freq = 0, total vertices = 0
Size = 3504, freq = 0, total vertices = 0
Size = 3505, freq = 0, total vertices = 0
Size = 3506, freq = 0, total vertices = 0
Size = 3507, freq = 0, total vertices = 0
Size = 3508, freq = 0, total vertices = 0
Size = 3509, freq = 0, total vertices = 0
Size = 3510, freq = 0, total vertices = 0
Size = 3511, freq = 0, total vertices = 0
Size = 3512, freq = 0, total vertices = 0
Size = 3513, freq = 0, total vertices = 0
Size = 3514, freq = 0, total vertices = 0
Size = 3515, freq = 0, total vertices = 0
Size = 3516, freq = 0, total vertices = 0
Size = 3517, freq = 0, total vertices = 0
Size = 3518, freq = 0, total vertices = 0
Size = 3519, freq = 0, total vertices = 0
Size = 3520, freq = 0, total vertices = 0
Size = 3521, freq = 0, total vertices = 0
Size = 3522, freq = 0, total vertices = 0
Size = 3523, freq = 0, total vertices = 0
Size = 3524, freq = 0, total vertices = 0
Size = 3525, freq = 0, total vertices = 0
Size = 3526, freq = 0, total vertices = 0
Size = 3527, freq = 0, total vertices = 0
Size = 3528, freq = 0, total vertices = 0
Size = 3529, freq = 0, total vertices = 0
Size = 3530, freq = 0, total vertices = 0
Size = 3531, freq = 0, total vertices = 0
Size = 3532, freq = 0, total vertices = 0
Size = 3533, freq = 0, total vertices = 0
Size = 3534, freq = 0, total vertices = 0
Size = 3535, freq = 0, total vertices = 0
Size = 3536, freq = 0, total vertices = 0
Size = 3537, freq = 0, total vertices = 0
Size = 3538, freq = 0, total vertices = 0
Size = 3539, freq = 0, total vertices = 0
Size = 3540, freq = 0, total vertices = 0
Size = 3541, freq = 0, total vertices = 0
Size = 3542, freq = 0, total vertices = 0
Size = 3543, freq = 0, total vertices = 0
Size = 3544, freq = 0, total vertices = 0
Size = 3545, freq = 0, total vertices = 0
Size = 3546, freq = 0, total vertices = 0
Size = 3547, freq = 0, total vertices = 0
Size = 3548, freq = 0, total vertices = 0
Size = 3549, freq = 0, total vertices = 0
Size = 3550, freq = 0, total vertices = 0
Size = 3551, freq = 0, total vertices = 0
Size = 3552, freq = 0, total vertices = 0
Size = 3553, freq = 0, total vertices = 0
Size = 3554, freq = 0, total vertices = 0
Size = 3555, freq = 0, total vertices = 0
Size = 3556, freq = 0, total vertices = 0
Size = 3557, freq = 0, total vertices = 0
Size = 3558, freq = 0, total vertices = 0
Size = 3559, freq = 0, total vertices = 0
Size = 3560, freq = 0, total vertices = 0
Size = 3561, freq = 0, total vertices = 0
Size = 3562, freq = 0, total vertices = 0
Size = 3563, freq = 0, total vertices = 0
Size = 3564, freq = 0, total vertices = 0
Size = 3565, freq = 0, total vertices = 0
Size = 3566, freq = 0, total vertices = 0
Size = 3567, freq = 0, total vertices = 0
Size = 3568, freq = 0, total vertices = 0
Size = 3569, freq = 0, total vertices = 0
Size = 3570, freq = 0, total vertices = 0
Size = 3571, freq = 0, total vertices = 0
Size = 3572, freq = 0, total vertices = 0
Size = 3573, freq = 0, total vertices = 0
Size = 3574, freq = 0, total vertices = 0
Size = 3575, freq = 0, total vertices = 0
Size = 3576, freq = 0, total vertices = 0
Size = 3577, freq = 0, total vertices = 0
Size = 3578, freq = 0, total vertices = 0
Size = 3579, freq = 0, total vertices = 0
Size = 3580, freq = 0, total vertices = 0
Size = 3581, freq = 0, total vertices = 0
Size = 3582, freq = 0, total vertices = 0
Size = 3583, freq = 0, total vertices = 0
Size = 3584, freq = 0, total vertices = 0
Size = 3585, freq = 0, total vertices = 0
Size = 3586, freq = 0, total vertices = 0
Size = 3587, freq = 0, total vertices = 0
Size = 3588, freq = 0, total vertices = 0
Size = 3589, freq = 0, total vertices = 0
Size = 3590, freq = 0, total vertices = 0
Size = 3591, freq = 0, total vertices = 0
Size = 3592, freq = 0, total vertices = 0
Size = 3593, freq = 0, total vertices = 0
Size = 3594, freq = 0, total vertices = 0
Size = 3595, freq = 0, total vertices = 0
Size = 3596, freq = 0, total vertices = 0
Size = 3597, freq = 0, total vertices = 0
Size = 3598, freq = 0, total vertices = 0
Size = 3599, freq = 0, total vertices = 0
Size = 3600, freq = 0, total vertices = 0
Size = 3601, freq = 0, total vertices = 0
Size = 3602, freq = 0, total vertices = 0
Size = 3603, freq = 0, total vertices = 0
Size = 3604, freq = 0, total vertices = 0
Size = 3605, freq = 0, total vertices = 0
Size = 3606, freq = 0, total vertices = 0
Size = 3607, freq = 0, total vertices = 0
Size = 3608, freq = 0, total vertices = 0
Size = 3609, freq = 0, total vertices = 0
Size = 3610, freq = 0, total vertices = 0
Size = 3611, freq = 0, total vertices = 0
Size = 3612, freq = 0, total vertices = 0
Size = 3613, freq = 0, total vertices = 0
Size = 3614, freq = 0, total vertices = 0
Size = 3615, freq = 0, total vertices = 0
Size = 3616, freq = 0, total vertices = 0
Size = 3617, freq = 0, total vertices = 0
Size = 3618, freq = 0, total vertices = 0
Size = 3619, freq = 0, total vertices = 0
Size = 3620, freq = 0, total vertices = 0
Size = 3621, freq = 0, total vertices = 0
Size = 3622, freq = 0, total vertices = 0
Size = 3623, freq = 0, total vertices = 0
Size = 3624, freq = 0, total vertices = 0
Size = 3625, freq = 0, total vertices = 0
Size = 3626, freq = 0, total vertices = 0
Size = 3627, freq = 0, total vertices = 0
Size = 3628, freq = 0, total vertices = 0
Size = 3629, freq = 0, total vertices = 0
Size = 3630, freq = 0, total vertices = 0
Size = 3631, freq = 0, total vertices = 0
Size = 3632, freq = 0, total vertices = 0
Size = 3633, freq = 0, total vertices = 0
Size = 3634, freq = 0, total vertices = 0
Size = 3635, freq = 0, total vertices = 0
Size = 3636, freq = 0, total vertices = 0
Size = 3637, freq = 0, total vertices = 0
Size = 3638, freq = 0, total vertices = 0
Size = 3639, freq = 0, total vertices = 0
Size = 3640, freq = 0, total vertices = 0
Size = 3641, freq = 0, total vertices = 0
Size = 3642, freq = 0, total vertices = 0
Size = 3643, freq = 0, total vertices = 0
Size = 3644, freq = 0, total vertices = 0
Size = 3645, freq = 0, total vertices = 0
Size = 3646, freq = 0, total vertices = 0
Size = 3647, freq = 0, total vertices = 0
Size = 3648, freq = 0, total vertices = 0
Size = 3649, freq = 0, total vertices = 0
Size = 3650, freq = 0, total vertices = 0
Size = 3651, freq = 0, total vertices = 0
Size = 3652, freq = 0, total vertices = 0
Size = 3653, freq = 0, total vertices = 0
Size = 3654, freq = 0, total vertices = 0
Size = 3655, freq = 0, total vertices = 0
Size = 3656, freq = 0, total vertices = 0
Size = 3657, freq = 0, total vertices = 0
Size = 3658, freq = 0, total vertices = 0
Size = 3659, freq = 0, total vertices = 0
Size = 3660, freq = 0, total vertices = 0
Size = 3661, freq = 0, total vertices = 0
Size = 3662, freq = 0, total vertices = 0
Size = 3663, freq = 0, total vertices = 0
Size = 3664, freq = 0, total vertices = 0
Size = 3665, freq = 0, total vertices = 0
Size = 3666, freq = 0, total vertices = 0
Size = 3667, freq = 0, total vertices = 0
Size = 3668, freq = 0, total vertices = 0
Size = 3669, freq = 0, total vertices = 0
Size = 3670, freq = 0, total vertices = 0
Size = 3671, freq = 0, total vertices = 0
Size = 3672, freq = 0, total vertices = 0
Size = 3673, freq = 0, total vertices = 0
Size = 3674, freq = 0, total vertices = 0
Size = 3675, freq = 0, total vertices = 0
Size = 3676, freq = 0, total vertices = 0
Size = 3677, freq = 0, total vertices = 0
Size = 3678, freq = 0, total vertices = 0
Size = 3679, freq = 0, total vertices = 0
Size = 3680, freq = 0, total vertices = 0
Size = 3681, freq = 0, total vertices = 0
Size = 3682, freq = 0, total vertices = 0
Size = 3683, freq = 0, total vertices = 0
Size = 3684, freq = 0, total vertices = 0
Size = 3685, freq = 0, total vertices = 0
Size = 3686, freq = 0, total vertices = 0
Size = 3687, freq = 0, total vertices = 0
Size = 3688, freq = 0, total vertices = 0
Size = 3689, freq = 0, total vertices = 0
Size = 3690, freq = 0, total vertices = 0
Size = 3691, freq = 0, total vertices = 0
Size = 3692, freq = 0, total vertices = 0
Size = 3693, freq = 0, total vertices = 0
Size = 3694, freq = 0, total vertices = 0
Size = 3695, freq = 0, total vertices = 0
Size = 3696, freq = 0, total vertices = 0
Size = 3697, freq = 0, total vertices = 0
Size = 3698, freq = 0, total vertices = 0
Size = 3699, freq = 0, total vertices = 0
Size = 3700, freq = 0, total vertices = 0
Size = 3701, freq = 0, total vertices = 0
Size = 3702, freq = 0, total vertices = 0
Size = 3703, freq = 0, total vertices = 0
Size = 3704, freq = 0, total vertices = 0
Size = 3705, freq = 0, total vertices = 0
Size = 3706, freq = 0, total vertices = 0
Size = 3707, freq = 0, total vertices = 0
Size = 3708, freq = 0, total vertices = 0
Size = 3709, freq = 0, total vertices = 0
Size = 3710, freq = 0, total vertices = 0
Size = 3711, freq = 0, total vertices = 0
Size = 3712, freq = 0, total vertices = 0
Size = 3713, freq = 0, total vertices = 0
Size = 3714, freq = 0, total vertices = 0
Size = 3715, freq = 0, total vertices = 0
Size = 3716, freq = 0, total vertices = 0
Size = 3717, freq = 0, total vertices = 0
Size = 3718, freq = 0, total vertices = 0
Size = 3719, freq = 0, total vertices = 0
Size = 3720, freq = 0, total vertices = 0
Size = 3721, freq = 0, total vertices = 0
Size = 3722, freq = 0, total vertices = 0
Size = 3723, freq = 0, total vertices = 0
Size = 3724, freq = 0, total vertices = 0
Size = 3725, freq = 0, total vertices = 0
Size = 3726, freq = 0, total vertices = 0
Size = 3727, freq = 0, total vertices = 0
Size = 3728, freq = 0, total vertices = 0
Size = 3729, freq = 0, total vertices = 0
Size = 3730, freq = 0, total vertices = 0
Size = 3731, freq = 0, total vertices = 0
Size = 3732, freq = 0, total vertices = 0
Size = 3733, freq = 0, total vertices = 0
Size = 3734, freq = 0, total vertices = 0
Size = 3735, freq = 0, total vertices = 0
Size = 3736, freq = 0, total vertices = 0
Size = 3737, freq = 0, total vertices = 0
Size = 3738, freq = 0, total vertices = 0
Size = 3739, freq = 0, total vertices = 0
Size = 3740, freq = 0, total vertices = 0
Size = 3741, freq = 0, total vertices = 0
Size = 3742, freq = 0, total vertices = 0
Size = 3743, freq = 0, total vertices = 0
Size = 3744, freq = 0, total vertices = 0
Size = 3745, freq = 0, total vertices = 0
Size = 3746, freq = 0, total vertices = 0
Size = 3747, freq = 0, total vertices = 0
Size = 3748, freq = 0, total vertices = 0
Size = 3749, freq = 0, total vertices = 0
Size = 3750, freq = 0, total vertices = 0
Size = 3751, freq = 0, total vertices = 0
Size = 3752, freq = 0, total vertices = 0
Size = 3753, freq = 0, total vertices = 0
Size = 3754, freq = 0, total vertices = 0
Size = 3755, freq = 0, total vertices = 0
Size = 3756, freq = 0, total vertices = 0
Size = 3757, freq = 0, total vertices = 0
Size = 3758, freq = 0, total vertices = 0
Size = 3759, freq = 0, total vertices = 0
Size = 3760, freq = 0, total vertices = 0
Size = 3761, freq = 0, total vertices = 0
Size = 3762, freq = 0, total vertices = 0
Size = 3763, freq = 0, total vertices = 0
Size = 3764, freq = 0, total vertices = 0
Size = 3765, freq = 0, total vertices = 0
Size = 3766, freq = 0, total vertices = 0
Size = 3767, freq = 0, total vertices = 0
Size = 3768, freq = 0, total vertices = 0
Size = 3769, freq = 0, total vertices = 0
Size = 3770, freq = 0, total vertices = 0
Size = 3771, freq = 0, total vertices = 0
Size = 3772, freq = 0, total vertices = 0
Size = 3773, freq = 0, total vertices = 0
Size = 3774, freq = 0, total vertices = 0
Size = 3775, freq = 1, total vertices = 3775
